id,x,y,timezn_cd,m00,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,f00,f10,f15,f20,f25,f30,f35,f40,f45,f50,f55,f60,f65,f70,total,admi_cd,etl_ymd
86025994,455052,469793,10,0.76,1.45,3.2,2.13,3.66,3.2,3.05,3.89,5.11,5.79,6.78,6.17,5.11,8.7,1.22,3.12,2.67,2.51,4.42,2.9,2.97,3.89,4.95,7.16,6.93,6.86,5.18,8.16,121.94,47210550,20230822
86038184,455102,469843,19,0.6,1.39,5.84,2.32,2.65,1.99,2.72,3.38,4.31,7.37,5.64,5.31,3.32,7.29,0.27,1.59,1.53,1.79,1.79,1.66,2.32,3.45,3.91,6.04,4.84,6.7,4.38,6.97,101.37,47210550,20230817
86269750,456052,468593,9,0.63,1.26,3.36,2.94,4.42,5.68,2.31,4.2,9.04,12.61,13.46,12.61,11.98,17.24,0.21,1.26,1.68,2.31,4.42,1.89,3.36,2.94,8.62,8.83,10.09,10.51,11.56,18.71,188.13,47210610,20230815
86269750,456052,468593,18,0.84,1.69,4.42,4.42,9.48,7.16,5.27,9.9,15.17,20.64,25.28,17.48,13.48,22.75,1.05,1.9,5.9,3.37,6.32,4.0,4.63,5.69,12.01,15.59,13.48,15.59,13.06,22.75,283.32,47210610,20230830
86269750,456052,468593,23,0.63,2.1,3.15,2.94,6.1,5.05,1.89,5.05,7.36,10.72,18.08,10.93,11.77,15.14,1.05,2.1,4.2,6.1,4.84,2.31,2.73,3.78,8.62,10.93,8.83,11.35,10.3,17.04,195.09,47210610,20230815
86281938,456102,468543,22,0.73,1.95,6.57,5.11,9.97,6.57,2.68,10.7,13.86,15.81,19.94,15.08,15.32,22.13,0.97,2.43,4.38,6.08,5.11,4.62,4.13,5.59,13.13,14.11,14.84,15.81,15.08,24.81,277.51,47210610,20230822
86281939,456102,468593,20,1.41,3.62,6.23,4.82,8.44,5.83,4.82,8.44,11.45,14.67,19.89,14.87,13.46,19.5,0.8,2.41,5.63,5.02,7.84,5.83,4.82,7.64,11.45,15.27,11.86,16.28,12.06,19.29,263.65,47210610,20230805
86294126,456152,468493,13,2.47,3.09,2.88,6.17,5.76,4.73,5.97,8.64,10.7,12.96,19.13,14.61,12.96,20.16,2.47,4.11,6.38,3.29,4.73,3.7,4.11,6.99,11.52,12.34,13.17,14.4,10.49,18.52,246.45,47210610,20230830
86294128,456152,468593,19,0.67,0.86,3.36,1.82,3.55,2.59,1.54,3.36,5.09,4.99,7.3,6.43,5.95,9.3,0.58,0.96,2.3,2.02,1.82,1.63,1.54,3.26,5.57,6.24,4.9,7.11,7.49,9.41,111.64,47210610,20230819
86294142,456152,469293,15,0.39,1.56,1.09,2.41,3.19,2.57,2.26,2.88,3.35,4.9,4.59,3.89,5.6,7.78,0.16,0.93,3.19,3.03,2.88,1.48,4.05,3.66,3.66,7.7,7.31,9.81,6.77,10.43,111.52,47210525,20230816
